processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMA4730-13	HM233142	3578593	HM233142	HM233142	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4733-13	HM233139	3578596	HM233139	HM233139	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4734-13	HM233138	3578597	HM233138	HM233138	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4748-13	HM233124	3578611	HM233124	HM233124	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4759-13	HM233111	3578622	HM233111	HM233111	Mined from GenBank, NCBI		BOLD:ACH3048	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666071	Lepus comus																																														
GBMA9935-15	KR030071	6171177	12XIU	KR030071	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																		taxon:62621																							
GBMIN41988-14	HG763834	5108421		HG763834	Mined from GenBank, NCBI		BOLD:ACQ4224	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648657	Lepus peguensis																																														
GBMIN41989-14	HG763835	5108422		HG763835	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMND20016-21	MN175847	12797121		MN175847	Mined from GenBank, NCBI		BOLD:AEH4747	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis	1069472	Lepus capensis mediterraneus																							28.6876	-8.81721	Coordinates from country centroid						Morocco													
GBMND20021-21	MN175849	12797126		MN175849	Mined from GenBank, NCBI		BOLD:AEH8442	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069474	Lepus schlumbergeri																									28.6876	-8.81721	Coordinates from country centroid						Morocco													
GBMND20022-21	MN175850	12797127		MN175850	Mined from GenBank, NCBI		BOLD:AEH8442	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069474	Lepus schlumbergeri																																	Morocco													
GBMNE33449-21	LC619117	14265658	LC619117		Mined from GenBank, NCBI		BOLD:AEN7960	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus																											36.7674	137.469	Coordinates from country centroid						Japan													
GBMNE33450-21	LC619116	14265659	LC619116		Mined from GenBank, NCBI		BOLD:AEN7960	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus																											36.7674	137.469	Coordinates from country centroid						Japan													
GBMNF2406-22	OL374006	15264837	TX17	OL374006	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2413-22	OL374013	15264844	TX24	OL374013	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2416-22	OL374016	15264847	TX27	OL374016	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2421-22	OL374023	15264852	WQ5	OL374023	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
HSY267-11	USNM-LEP_AF2	2156108		1781_Lepus_7_18_2011	Smithsonian Institution, National Museum of Natural History		BOLD:ADX0892	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis			Hillary S. Young		Linnaeus, 1758					HS Young															0.29	36.9			1650				Kenya		Laikipia Plateau		Mpala Research Centre	1376691	http://www.boldsystems.org/pics/HSY/USNM-LEP_AF2+1318261776.JPG	Dorsal		Hillary Young	2011	No Rights Reserved	Smithsonian Institute	
MXBRO033-11	CIBNOR 17681	2006399	17681	24_JE	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J. Espinoza Gomez								F	S				Topotype Lepus californicus xanti		23.1902	-109.761			185				Mexico	Baja California Sur	Los Cabos	Santa Anita	Santa Anita									
MXBRO035-11	CIBNOR 17683	2006401	17683	26_JE	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J. Espinoza Gomez								M	S				Topotype Lepus californicus xanti		23.1902	-109.761			185				Mexico	Baja California Sur	Los Cabos	Santa Anita	Santa Anita									
MXBRO143-11	UCMVZ-208255	2006509	208255	21055_JLP	University of California, Berkeley, Museum of Vertebrate Zoology			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			James L. Patton		Gray, 1837					James L. Patton								M	S						37.7023	-120.251			895				United States	California	Mariposa County	Horseshoe Bend Recreation Area, 3.1 mi W Coulterville	Horseshoe Bend Recreation Area, 3.1 mi W Coultervi									
MXBRO164-11	CIBNOR 16461.KD01	2006530	16461	798_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo								F	S						28.0786	-113.919			52				Mexico		Baja California Norte	ENSENADA	14.5 km N, 14.5 km W Guerrero Negro									
MXBRO296-12	CIBNOR-16464.1	2664938	16464	770_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo								F	S						27.611	-113.028			1187				Mexico	Baja California Sur	San Francisco de la Sierra	Palo de Rayo, Sierra de San Francisco	Palo de Rayo, Sierra de San Francisco									
MXTOP929-10	CIBNOR 2353b	1561671	2353	960_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Patricia Cortes-Calva								F	S					WGS84	29.395	-114.363			660				Mexico		Baja California Norte	ENSENADA	Laguna Chapala									
MXTOP930-10	CIBNOR 13439	1561672	13439	184_JVP	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Jorge Vazquez Perez								M	S					WGS84	24.634	-110.741			5				Mexico	Baja California Sur	LA PAZ		10 km W, 33 km N San Juan de la Costa									
MXTOP933-10	CIBNOR 13442	1561675	13442	181_JVP	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Jorge Vazquez Perez								M	S					WGS84	24.149	-110.543			10				Mexico	Baja California Sur	LA PAZ		Brisamar, 25 km W La Paz									
NOMAM157-17	NHMO-DMA-193	7599919	22050		University of Oslo, Natural History Museum		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus			Gudmund Westereng		Pallas, 1778					Gudmund Westereng							Adult	M							59.1888	11.0468							Norway	Ostfold	Fredrikstad		Torsnes	3079977|3079978	http://www.boldsystems.org/pics/NOMAM/DSC_0198+1457360600.jpg|http://www.boldsystems.org/pics/NOMAM/DSC_0199+1489420722.jpg	Lateral skull|Dorsal skull	|	|	2017|2017	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	University of Oslo, Natural History Museum|University of Oslo, Natural History Museum	|
PMBC032-11	CIBNOR 8672	1929499	8672	5115_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	F	S						24.6336	-110.741			5				Mexico	Baja California Sur	San Juan de la Costa	San Juan de la Costa	10 km W, 33 km N San Juan de la Costa									
PMBC038-11	CIBNOR-17670	1929505	17670	5357_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	F	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	Reforma Agraria	7 km S, 6 km W Reforma Agraria									
PMBC039-11	CIBNOR-17674	1929506	17674	5361_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	F	S						24.0545	-110.976			10				Mexico	Baja California Sur	Reforma Agraria	Reforma Agraria	8 km S, 6 km W Reforma Agraria									
PMBC041-11	CIBNOR-17680	1929508	17680	5345_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	F	S						24.0244	-110.662			187				Mexico	Baja California Sur	La Paz	La Paz	11 km S, 28 km W La Paz									
PMBC043-11	CIBNOR-18627	1929510	18627	3357_MDLPC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	M	S						31.5424	-115.8			992				Mexico		Baja California Norte	Valle de la Trinidad	15 km N, 7 km W, Valle de la Trinidad									
PMBC046-11	CIBNOR-18639	1929513	18639	2049_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Patricia Cortes-Calva							A	F	S						29.5317	-114.313			457				Mexico		Baja California Norte	Calamajue	13 km S, 10 km E, Calamajue									
TOPO003-09	CIBNOR 12569	1263422	12569	5318_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A		S						29.51	-113.504			215				Mexico		Baja California Norte	Cirios	11 km S, 9 km E Catavina, Desert									
TOPO010-09	CIBNOR 12728	1263429	12728	445_ALTA	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ana Trujano-Alvarez							A		S						27.6431	-113.386			68				Mexico	Baja California Sur	Vizcaino	Vizcaino	Plain									
TOPO022-09	CIBNOR 15215	1263441	15215	696_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.9785	-109.907			73				Mexico	Baja California Sur	Los Cabos	1 km N, 6 km E Los Planes	Desert									
TOPO038-09	CIBNOR 15197	1263457	15197	704_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						25.1941	-111.551			78				Mexico	Baja California Sur	Los Cabos	Ley Federal de Agua No. 4	Desert									
TOPO092-09	CIBNOR 6603	1263511	6603	MDLPC_39	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	F	S						25.2569	-111.773			55				Mexico	Baja California Sur	carretera Transpeninsular	carretera Transpeninsular	Desert									
TOPO110-09	CIBNOR 15221	1263529	15221	CLM_724	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO310-10	ECO-SC-M 1823	1620093	1823	CLM_537	El Colegio de la Frontera Sur		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Jorge E. Bolanos		Wagner, 1844					Consuelo Lorenzo M							A	M	S						16.384	-94.633			22				Mexico	Oaxaca	San Francisco del Mar	Llano Contreras, 5.25 Km NW Montecillo Santa Cruz	Bushes									
TOPO698-12	UCMVZ-206884	2559659	206884	6-ALI	University of California, Berkeley, Museum of Vertebrate Zoology		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni			Laura Levitch		Mearns, 1890					Allison L. Ivancovich								M							37.647	-121.818			213.61				United States	California	Alameda County		2402 Pomino Way, Pleasanton									
TOPO701-12	UCMVZ-218049	2559662	218049	143-CJC	University of California, Berkeley, Museum of Vertebrate Zoology		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	470378	Lepus alleni			Christopher J. Conroy		Mearns, 1890					Christopher J. Conroy															40.3366	-121.901			571				United States	California	Tehama County		On Hwy 36, 10 mi E from E end of Paynes Creek (by									
ABMEE016-06	AAP-51m	271988	179972	51m	Zoological Museum of Moscow University		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus			E. L. Yakhontov		Pallas, 1778					Panyutina A.A., Yakhontov E.L.								M	S						54.87	20.42			35				Russia	Kaliningradskaya Oblast	Zelenogradsk District	Nizovka	street	568590	http://www.boldsystems.org/pics/ABMEE/AAP-51m+1129091134.JPG	Lateral		Evgeniy Yakhontov	2006	CreativeCommons - Attribution		
ABRMM414-07	ROM 94616	546840	ROM:MAM:94616		Royal Ontario Museum		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	89985	Lepus arcticus					Ross, 1819					Gibson, JS							I	U	S														Canada	Nunavut		Ellesmere Island										
CICA017-22	SNMC19	15259097		SK808	Slovak National Museum, Natural History Museum		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus			Martin Secansky	morphology	Pallas, 1778		To Be Vouchered:Holdup/Private			E. Secansky										agriculture					48.2067	18.1286			159				Slovakia	Nitra	Nitra	Branc	Branc	9548366	http://www.boldsystems.org/pics/CICA/SNMC19+1675270534.jpg	Whole Specimen		M. Secansky	2022	CreativeCommons � Attribution Non-Commercial Share-Alike	Slovak National Museum-Natural History Museum	M. Secansky
FCMUN179-09	IBUNAM CNMA 40021	1275096	IBUNAM:CNMA:40021	FAC_1141	Universidad Nacional Autonoma de Mexico, Instituto de Biologia		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Fernando A. Cervantes	Morphological	Gray, 1837		Vouchered:Registered Collection	Liver		Fernando Alfredo Cervantes Reza				NAD 27			A	F	S						26.675	-103.75	Principales Resultados por Localidad, XII Censo de Población y Vivienda 2000 (INEGI)	5.29	1164				Mexico	Durango	Mapimi		Reserva de la Biosfera Mapimi, 140 km NE Gomez Pal	1394762	http://www.boldsystems.org/pics/FCMUN/IBUNAM_CNMA_40021+1260544670.JPG	Lateral	Skull	Fernando A. Cervantes	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	Instituto de Biologia, Universidad Nacional Autonoma de Mexico	Miguel Angel Leon Tapia
FCMUN180-09	IBUNAM CNMA 40020	1275097	IBUNAM:CNMA:40020	FAC_1140	Universidad Nacional Autonoma de Mexico, Instituto de Biologia		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Fernando A. Cervantes	Morphological	Gray, 1837		Vouchered:Registered Collection	Liver		Fernando Alfredo Cervantes Reza				NAD 27			A	F	S						26.675	-103.75	Principales Resultados por Localidad, XII Censo de Población y Vivienda 2000 (INEGI)	5.29	1164				Mexico	Durango	Mapimi		Reserva de la Biosfera Mapimi, 140 km NE Gomez Pal	1394761	http://www.boldsystems.org/pics/FCMUN/IBUNAM_CNMA_40020+1260544682.JPG	Lateral	Skull	Fernando A. Cervantes	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	Instituto de Biologia, Universidad Nacional Autonoma de Mexico	Miguel Angel Leon Tapia
FCMUN181-09	IBUNAM CNMA 40008	1275098	IBUNAM:CNMA:40008	FAC_1128	Universidad Nacional Autonoma de Mexico, Instituto de Biologia		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Fernando A. Cervantes	Morphological	Gray, 1837		Vouchered:Registered Collection	Liver		Fernando Alfredo Cervantes Reza				NAD 27			A	F	S						26.6751	-103.75	Principales Resultados por Localidad, XII Censo de Población y Vivienda 2001 (INEGI)	5.29	1259				Mexico	Durango	Mapimi		Reserva de la Biosfera Mapimi, 40 km NE Gomez Pala	1394760	http://www.boldsystems.org/pics/FCMUN/IBUNAM_CNMA_40008+1260544794.JPG	Lateral	Skull	Fernando A. Cervantes	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	Instituto de Biologia, Universidad Nacional Autonoma de Mexico	Miguel Angel Leon Tapia
GBCOC10022-23	OP089876	19750154					BOLD:ACQ0641	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648690	Lepus microtis																																	Unrecoverable													
GBMA15326-17	KT308122	8456500	ECOSUR:2048	KT308122	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis					Wagner, 1844																																									
GBMA15336-17	KP735378	8456510	MVZ:17681	KP735378	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15341-17	KP735351	8456515	MVZ:16461	KP735351	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA18381-19	HG763849	9785956			Mined from GenBank, NCBI		BOLD:ACQ4224	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648657	Lepus peguensis																																														
GBMA22397-19	KP735341	9790067			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22399-19	KP735344	9790069			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22483-19	KJ397607	9790153			Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	89985	Lepus arcticus					Ross, 1819																				57.5505	-98.4168	Coordinates from country centroid						Canada													
GBMA22503-19	KY211028	9790173			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22508-19	KY211033	9790178			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA25273-19	LC073697	9792943			Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																									38.0733	104.691	Coordinates from country centroid						China													
GBMA4688-13	HM233184	3578551	HM233184	HM233184	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4702-13	HM233170	3578565	HM233170	HM233170	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4714-13	HM233158	3578577	HM233158	HM233158	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4720-13	HM233152	3578583	HM233152	HM233152	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4726-13	HM233146	3578589	HM233146	HM233146	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4760-13	HM233110	3578623	HM233110	HM233110	Mined from GenBank, NCBI		BOLD:ACH3048	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666071	Lepus comus																																														
GBMA4765-13	HM233105	3578628	HM233105	HM233105	Mined from GenBank, NCBI		BOLD:ACH3277	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666070	Lepus oiostolus																																														
GBMA4773-13	HM233097	3578636	HM233097	HM233097	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA4777-13	HM233093	3578640	HM233093	HM233093	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA9936-15	KR030072	6171178	LT20COM	KR030072	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																		taxon:62621																							
GBMIN41986-14	HG763832	5108419		HG763832	Mined from GenBank, NCBI		BOLD:ACQ4224	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648657	Lepus peguensis																																														
GBMND20013-21	MN175844	12797118		MN175844	Mined from GenBank, NCBI		BOLD:AEH4747	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis	1069472	Lepus capensis mediterraneus																															Morocco													
GBMND20014-21	MN175845	12797119		MN175845	Mined from GenBank, NCBI		BOLD:AEH4747	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis	1069472	Lepus capensis mediterraneus																															Morocco													
GBMNF2393-22	OL374040	15264824	AKT7	OL374040	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2401-22	OL374033	15264832	KS8	OL374033	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2402-22	OL374019	15264833	TX13	OL374019	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2407-22	OL374007	15264838	TX18	OL374007	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2410-22	OL374010	15264841	TX21	OL374010	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2411-22	OL374011	15264842	TX22	OL374011	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2422-22	OL374024	15264853	WQ6	OL374024	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMTG1932-16	NC_015841	6960305		NC_015841	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMTG4215-16	NC_025902	6962588		NC_025902	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMTG4217-16	NC_025748	6962590		NC_025748	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	142633	Lepus tolai					Pallas, 1778																																									
